,0
f07e9c572ab020181d3964077a3f101c,37.0
e4d7e3a6baa512a2404117422a5a78d2,37.0
7284db905f1e7b13ad256dcaabbfd86d,37.0
d506453de41c42f6e0190a57c9ce308d,36.0
76d32705250675800ac6ea12e8902ebd,36.0
695f036d947847ecee3a6157ad6996d7,36.0
44e41209c6af96f49f39d0f158427c9c,36.0
786c3d9ed9acff9afcdddda1699de8ab,36.0
7c28bb2282807d6ba8c4ae0253535137,35.0
ed27708211a32d4ece74ef9b4a6607cf,34.0
60db84633b0f6f80c5576f48aed57db7,34.0
e76667ae03fcca704e4ee06d7a1e2b02,34.0
0f4c29db268ec303f18bf50a0bcf5583,33.0
5335d0afc7daf20dcd88350647ea0726,33.0
ddcca0c536bbdf510d201e48e4a11811,33.0
a1fae9c892a1641c56cbee40c86a0bce,33.0
8851850cf15d6d36ef48eeb1965d2b6e,32.0
2cf749dbfc3fadaf5ceb875147ddda8f,31.0
447d213a95127ce4c8eebd398e28e750,31.0
c0afe507e58a357e4a9fa60291ad683a,31.0
839205d8f45f1783db23594bac800c56,31.0
d813e71e7f9fa8b3ff81ac8fc3d277b0,30.0
fde01149fd025663ef4f7c3c47a94bff,30.0
b7fa47f6b40bfddc4e448ee8bd1ccca9,30.0
58e08d150e943d4a7c9aaee31409c9af,30.0
13562c8eec8caee00710f57889dd27f9,30.0
5c5a486799a94673305a32dfe6566dff,29.0
99618063b7ce73f3e37d906dd1dc3d32,29.0
4fa31eac9072b2709d1ea52db102577e,29.0
5065b2bb258742b07529b57dfd546295,28.0
2632680918e28dafe9b669152dcb4914,28.0
b2bc0a1b70fd1314e35b5729fcc979ad,28.0
a86afe092ef46c859d074ee8de514523,28.0
e4df3420a8aa276f247ccd58df0065e3,28.0
8fc3b309b6b404a6a437c6268f525c31,27.0
4b4cacec74827c511ac25b328818f015,27.0
d52b84d91d300e858f35c9b461143b5b,27.0
8387699a4569e2c51e8fc8ba1b2146a1,27.0
fb175759d28db7cf758686787c0a74b7,26.0
59d75ab64ecd9c707d8729f18a2db936,26.0
1cb7e796105758c13432b1ce00b4363e,26.0
5c37f91f892881d5fcedd22aa35afe6a,26.0
950a5b4860c4547436d86dcab3f7d9d7,26.0
8a28df86f733c36a78b0c7ca5af4367d,26.0
d8668668d861db4e153c78a72934043d,26.0
6fecbc0d944ae47e2c4cb109f41f4eed,25.0
a59a1641a40f8b1341eb7b3f8b3f1265,25.0
9a206fe13bb7b53790f17a5a530f816a,25.0
19087fd56c07e1fc78fd08328902a0c9,25.0
63fa868a8a97361092ec38cb004ea966,25.0
07632222bdd6347bd0b16b8a5f297d6e,25.0
3d0635f996156eb8bc1261f221e8b094,25.0
6c0bd4b59b4b669d6d4012df84aaeb25,25.0
b07ca7d10beee676962ba7b53e44717b,24.0
20cd7cae162b541c6133927eae8e6bf1,24.0
2b384557285cfa90fd313639a8f7c16b,24.0
2bad6e7601e17a4198dfaca46e173818,24.0
c264ba899290ac9ac642ce28b98948d3,24.0
65b0f9c6cae0bb7cbc67994b804a7801,23.0
54433c8aac909a08ca8e456d99624cf9,23.0
74a8acefe135590642658c7a21646bfc,23.0
07f67580ae0cd31c6d9623835fead598,23.0
eee5261321bae49c2ee5b0803ee2313f,23.0
6557e0fa577abdd346c66b3f744ac336,23.0
a83ddae632a6d4de9a9e7fe7faa73fd0,22.0
a2e767f5fbdfe6aa8618d5866ce12668,22.0
41d8d2aea8cce086ca30b1226976ac8e,21.0
9d376441ed680746ff86752e9f740709,21.0
13b53dd715bc61b38d574ca1d600aba2,21.0
c63b0042288a477d866c7ef4e837ee00,21.0
689e3d82968186102a5c3d4db317b2d7,20.0
f418593e1a914e5791a89a5d86ce4cbf,20.0
853785e4ee7b133e8fc8d00ba99d9c39,20.0
bbd7265b48014a254787190b54ce8c89,20.0
32a5eaf009d99c86428bed3a2ab1991b,20.0
d83f5e41dddd11206880302799dcc83f,19.0
a9df100e7080f85003ffba565b8863d0,19.0
9a64ba9838a89a963a66a6708ab684d4,19.0
886d17b8128fc37a4dc2464889de8332,19.0
95173c8b4943263b6c20087886332cc5,19.0
ad0a95606bf5d23dbd24d75fc44581b8,19.0
52749163976d0e55a2d8e55ed6f35989,19.0
33313c71eaa78c9d1e510c1a4ceaee63,18.0
97b844669190cacbb47546f91200cfec,18.0
51760ffce15a9b2486410035db6148da,18.0
6383eec6f7c94035d0821eb20fc7a46f,18.0
2758f9caf32b541e4ca052bbfba85a11,18.0
f4d96bda1802dbae544601e3ac615c01,18.0
c3be7ddadbccc983bba94485e4501d04,17.0
b9dd5e32b3b6bce900c4ceffb68a256e,17.0
6b77e312b545ec9559e1ff38b924fdcb,17.0
1f8ff6b77e0df696b80c57360f313962,17.0
0f0819146810a1b688c632fca4051d70,17.0
09e4bcd2f7c4eab5fbab5d78f53c0f8a,17.0
0dc823d94da52d60ef405310efa7a243,17.0
9aa0d337ef13e7ebd27f315727da9f7c,17.0
955ee5ad9e2cc278c4377609d880a888,17.0
04cd130bceebfc0cd2a9c95d02b5e21e,17.0
00c7ff8350c1f1874014b473b1890bf3,17.0
9273dec1a41db02a193d0bcf7d66381c,17.0
fe89f7b053b400e066cbe98313774360,16.0
e64e8a607f5ec992a088f47a9562a47e,16.0
3410b8a423af9bf653367dfe97bd0d57,16.0
8cd6ab5ae490e76d51560bd583b382d8,16.0
22eb8b2bdf1e6f943f70ff54252241c7,16.0
b4eed0e8c756089cd359a6972e00504d,16.0
6f161faf356fd1992c857f9b4f81cc61,16.0
b1c5824c04efc779a48d83a80f0bccd2,16.0
58b2943da5ada1f7bab3705404fd9894,16.0
68f209edfae1bf2bbe02f51e352a5aef,15.0
2cab365895fa4c6c463f34590137a6f6,15.0
ad157aa2b7ea9effff0baade66e0fab6,15.0
c69b6c381bf0a7ddecef5b860cec0539,15.0
2207dfcc9b9df3785d7de4152ab901ec,15.0
89f0ecf9b80b80d32a6534b507ed4cf5,15.0
0fa7bc57d056f1a1521b18a1d7883804,15.0
0a5dd64b4305f320776a2f4b01890583,15.0
5c60f4fefae8cf00d5c672c89dfebf41,15.0
d82e0601c13a08e1c7ea91661747d85b,15.0
8e4be912b6e9933f73298c0fa2d1ea17,15.0
12727deb3d36aafb3912c783e4ab4860,15.0
1a8afbfeac063806937ea33f92ea8945,14.0
2db89c8b738d9d1396b907c8258c2edb,14.0
0c6d74d52593a79e02f95138fce5bde4,14.0
0e70a3c1171de08bcf8119e225657da4,14.0
65e75fb2f0651f6b3780e01c0cbe750e,14.0
9493cedaa8197215f5eda27599c2c3b3,14.0
39f78deac658a334c8f8f3843fc49b2a,14.0
b25e18e641b060f1fb9eee0e3ef29908,14.0
c575fbecb307f9e387414f49e48eb8fe,14.0
a3ca9d447c8fdf13c136a4afe9c5c08b,13.0
5a02609dcfb9fe2fcab7b5bb862a4b97,13.0
7fba4bb03a4452111512049247fb43fa,13.0
24f8317da24ef9117a24e1c9a81f79b0,13.0
195f80dd3d0ef7cd7775a683ff9d1bab,13.0
ea07636ec388ef5593928fb7cb7eab74,13.0
f7f0ee95a51cd5c336622b232b9aa971,13.0
55798879e15eb36846cb198411cb1eab,13.0
0f68914984e42f51463c3c6d31e5acc8,13.0
ef1dafafbedb9b48fc9065aad7ba5e86,12.0
a387493e20d573e1e464c742adf9dc64,12.0
eaaef1115a6d7986513fd29a657b85ae,12.0
96eaf851bfb1718957e5e0d4d3304805,12.0
508f093250c51f55651073205c49cf37,12.0
9b8c1cd540d66055ceb7e49632e18242,12.0
f256045ee113854e63a4323b4cff3266,12.0
e8fa4f110398deb15dd9d6dce9fa56eb,12.0
11693e7f50709b4273a9ad86a1ea566e,12.0
ddbaf6554abdf30a3e6d57c361ef1c38,12.0
e852cec778b147fed8c97bec299d30d6,12.0
8544dd9fb9662bd199b5b444af27743f,12.0
dc033de926c487bafff64559138dfe2f,12.0
c0936e1b0e257b9d00581c817eb624a7,12.0
6f5e7b6e9365fe31b2e55626b4964cc9,11.0
7576bd0bd23592ac5d2e4cb01de47720,11.0
5796fbb084024323e97c429b2ad7e240,11.0
54b03d46338620b7f041b94efac938d4,11.0
aee2a8eb5d7deb1b7e83804ada65d937,11.0
9cf75cf00b00593e097a56db8394fc44,11.0
a5dbf3645705ac39d470216138e7a8db,11.0
18c299a6662746add1ede45f83246dd4,11.0
1b77324e33e61f7e705f5102f23362fa,11.0
070788534ee09b97f94eba66ab502788,11.0
7be0865c48d7d547f71e71e6d12502b0,11.0
9e9179da53f73c7250eb15c0d6f6f221,11.0
5e7a9c887bd5c1d2ae78f45c6effc2b9,11.0
66b0fe90a5014dfdd6daa6999f6a22a1,11.0
d0165eda1f5926ac00fa387ffe1443f1,11.0
8caa19f4b9fe15ec3c0d2b8fdc6d4f61,10.0
545d83abf7e315eb22d192a5e20f6c26,10.0
046cba814fe19504f333aedb85598f33,10.0
8d251af2045a1b96790e0e4f27a19076,10.0
5fa0877986da613d8d18c9964b86da1f,10.0
b72d40f3514835a363ba0066207549e7,10.0
3fc83d77bf44eec0839c1dbbbc27f7be,10.0
e9e5a440c29b10d8f508d4c05d206ffb,10.0
b5be40340d6b6db789c972e0b098297d,10.0
154d905eab0d46f7cc20d0a07918d299,10.0
511f1385a808a3b19acd1c0757e20269,10.0
3b448f0a24c0c5301b33bcd725fc1eed,10.0
72ef859acf4249e4a257a55ebb9d5def,10.0
c42ae393c6245adc03b9703a3a3e3d7e,10.0
cb31fdfa8948ad4cbb9923ac621eb9ea,10.0
51087b108d5fd5887eb35b22f9ee2009,10.0
ae66b1b77c2d8e74141bf57df806074b,10.0
cae605df8d2b27222a77ed7aa76513bc,10.0
4e9de25495043bedd1c00b6ed5a015fb,10.0
17084da3da730cce61f577732cc872d3,10.0
91f17366afa53d4f5651dfb7c7973b55,10.0
efd43b5aa27c2ee631f501abe9bee305,10.0
0920e2aaf535dd8e3ddb6a4469fded1a,9.0
18b4e0936b484b6cbba3be37b312e771,9.0
dfa7e24d0eebfce56592367f336f4cdf,9.0
dd4a4f4f0c2beeb48cbde1ec37461fd8,9.0
fe05bf03bd86129ba77552ce64c521a0,9.0
b2d26a648a681aa758a8d57fe61a2920,9.0
fee475b024cb0ce7531b21360168e790,9.0
6c198582ec534bd4af544c82f3e1b24d,9.0
acee540b46b8b534791a66437803736d,9.0
7813cdc6ac7d2fc65a277b3a67e459ae,9.0
a633c6307d8c9b9d7cc7e751d0cb8afc,9.0
12d940ee4dc9f6c0fb935d2b694a89a2,8.0
8cca6cd42665ec56c72173b8be512d63,8.0
19af80f90f833ee6dfe99c2fe112a902,8.0
475636d514cf644176c91f84a845e21b,8.0
217a3b11b818d509e5830264ba7308fe,8.0
3509b6431e4d63cb3a83eea5d78e25dd,8.0
b1d99abb1e8bfc93d6a33d90ee5fa9fd,8.0
1baf77935025e02d278b918d671a254a,8.0
90055fd41fa5363cd1c1da1f419d0c46,8.0
e887bcb749ab18662ad107fcc7655b04,8.0
9e2a793ba0b305fb13dd180675c669c4,8.0
d7f9f634767832adbee598c06fd64b09,8.0
53cc098894d458ac72f838bb8050bfb1,8.0
d570c5035b2eb513615a7370ef3a087f,8.0
1ce0dae9ed6abf66ab1c29fb1944c34e,8.0
5e67fc1d02d50f5837234f8f3eba85f0,8.0
f82b152b7f11f22cd651a982888f5928,8.0
6336591cf5fc6fc09d8293d2cbf9a327,8.0
6873bffe95ced53106717db75e871342,8.0
6e64ebe8ef6671a84a65333d03316502,8.0
de9d7ed037652bcad91179919db867ce,7.0
a123c47eb6f919f8081e3e06f0c9c43a,7.0
45e66d0e5e6c283b039053e17cff3ecd,7.0
daa55c5983629fb9db61334026d27192,7.0
41796bdf2a1e305fd131ffd64d84f950,7.0
4995efb5bcf5c051666567427791e9c2,7.0
4abc1f4fa442a3087a320a4e515d4d52,7.0
bec93e8b2ccb62216b03203ac097a86e,7.0
16d3e577e980c88365c11cc12347d836,7.0
4e417cb8eb36b87d4e6ab44e5d6a8dca,7.0
969d11fe9cb815f0c9cf0095c0905fd5,7.0
dfd09fe1489ba83120df19b80bb3dd0d,7.0
959fb4be40b685f89f4ce89703e9cb2b,7.0
e521b8752ad4b84c97b644d8d6944e54,7.0
e70580c90279ac965a3bc342ec2b6961,7.0
1162854f642a40535d8b0a1343c27af6,7.0
e9921e32adb269813a7924a3f69e340c,7.0
87ecccbd73d9d925c54876334a53c533,7.0
f1ca7b22f86ffde8a00e3159f451fb01,7.0
858f34d8912d143d44d8ecac2201deb0,7.0
82b860136a64a60faa3c85e5a1b3da50,7.0
7a5bcff4565b405a38862c928d45dcb8,7.0
fe7577ac70fe20955ccd2fb1a3847a59,7.0
a85d7605e9b93aa6d0ef469fb5a50556,7.0
18678e2eb62172de6e38700cd7ab57f6,7.0
315174780f33f7f64a20ba0779bc6de4,7.0
33c982b1cb037bd0804479cdbbdc88f0,7.0
b8bc89e75763f5383354db7fd5357828,7.0
24e8d0f393ce3a883fcbca389160914f,7.0
30574eaba15b89720ae93bd30f827288,7.0
3730dfe9ee099065dc7fa1d9314df7e6,7.0
c7652d235292a5a267c2ddfa9ec6b69c,7.0
ae2c8fa55f35993ce8d06ad63050ce66,7.0
3a705c80790b24f21fa463d9251a0518,7.0
9d5f2addf116ccccccf9196bcdd08dbe,6.0
ad2b7bc625361adb8584962ed106e328,6.0
9b79aaf68d79c81c189dba514fa481d7,6.0
6cfce7413fe1abd23068b9c6143f21bb,6.0
192a8503f8825c3ebbbd30cf0201a13f,6.0
ab33e7b53860b01fb1e2dfade918805e,6.0
edf7776991367c9224522ae3f83466c8,6.0
4ccb5b7bef8f2c493cb6c5b08736136b,6.0
4def0aad0317bc19be87fb86a0947511,6.0
e74d9143410b60cd5b5c8d4664c5c917,6.0
afdf4af7c1910d2db2b0ab72a3316d98,6.0
f5faf47f8914c7b1fc4a5958942da213,6.0
7bdc1a54bd235eb0738e7aa366637b9e,6.0
4f4e627e958ed7463959b706dc60cf87,6.0
02d08e1cf00b9dd93cd9cc48924dd2c7,6.0
d40bbb322a4dbc40450adbb82f68cc2a,6.0
2eb345ff8a50bcaeeee30512072ebcdf,6.0
ee36fa7477bcdf84df0a5f642a790360,6.0
fca9b233c85ad39b09dfdcbec179208b,6.0
a4682538ddabf014751c0becf8cebbf3,6.0
e24e92688354733ff7ba71b401c5d7f1,5.0
c0a84bfc5e0ea36469cd12645136318a,5.0
910e51af7bf3f87ab072b23ea80594c3,5.0
3943aa92ca04590d7ba0ae713663d026,5.0
a92044d4c3e9dd3b18a7423c1624b86d,5.0
44bdaf1a759edd11e59c53769ded7b48,5.0
98458dceeaf3f2fbf75464cea62b239f,5.0
cd6309be89b00ea02429183502951798,5.0
2bcb5f4d207b18624260ec32b5a1e558,5.0
f3c3e6b12d5df8fe0854a56cc0578ee7,5.0
50e0e0e21dfdce3c57bb524799ba3927,5.0
29a394d2bf40f660a2c68d50bda19426,5.0
0817bbd38bcedc2c5e83b94e69301ab8,5.0
4ea04abbe9cc5ba029ac5c4fc7eccbee,5.0
febf051ad9dbae4bb7247b25f64e7773,5.0
cf20e31873151a883caf50e0dee1b230,5.0
8bf70ebf273e26f67ba4d01fb52e85e5,5.0
fb50ac2067cbf83f118cf8c0ee7ebaba,5.0
bd80e2ecd17d50a61cf12194820bba9f,5.0
ce512e4cea5dd11f456eb186898ceefa,5.0
d757befa7b24ba19f4715e0c274d4641,5.0
23b721e45ae4437c2bfb06de3b497393,5.0
6cbb6158fca3297f563df1a7be32449d,5.0
2d64fe96347e82595b0e318432165889,5.0
9003e134afaec843177880ed6b426d97,5.0
bbde695134b7ed2bfaaac5d3ed3c119b,5.0
0046913ae6f9e12dbd889671ed26c09d,5.0
8ffa60e819cfa28d534e7c599cd21e5d,5.0
48c95b9ee02833340a78646d90a8dd3c,5.0
02812d27f4bf6ec2c62d954495d6ede5,5.0
ca6f09c2a6ce79ea85db2a659cfda268,5.0
84843d60231b16e246cce77d393cb110,4.0
5bee7077601508aea8b993eacf8b6724,4.0
0eb4daf1b3dab61828423111917eef64,4.0
1143a542245bd30970f1b3619ee74b88,4.0
b1f58724bf37cf4b39777079edbf1411,4.0
ef348575665d0bf0c95c799a639d03bb,4.0
86664b35ac68d7b6157f31fce1720543,4.0
ea804cb8d9819d40faebf9ba87b71125,4.0
542d147917e5134c30cb6911788c196f,4.0
358edb2c8a8ff20abbead2ba6d4dcf4b,4.0
f8736850552ee0474142be1b393a2872,4.0
22534554a6780bcf012dc93c27336001,4.0
73698f3281a184b52fc580b80b273d63,4.0
cbc5e436ef30edd7fafb538afdb51ecf,4.0
d47a5b64895216072620a0ea50832970,4.0
653d9562294f3a056b6f0b6a639d2414,4.0
2fe886b7069a25322be7ae710d6f57f4,4.0
d2502bf6a5805396be3ffd4af83211ca,4.0
822a9d0ee43ae772a72030a76ce711a8,4.0
2f0b9ae3b4f5a973a78a6f1c4a2c7a11,4.0
a8c1bbc88831509466580feaa30876ac,4.0
839da3f96771c5d726a66c6ce2359d68,4.0
6689b307d6bd4fa0b98a92a84e05450e,4.0
c3e3d6f7e70115c84a8a873a1e3be9be,3.0
02cde3d4b3b343aaaa23d28a604f6eda,3.0
ee90f7bee30fc89016f3a1edc8d8031c,3.0
fcea9ab36658e03236e9c7d1b5967e87,3.0
f9e5d97ab9164b04797f1aeb96df8e00,3.0
f0db679942df71c40c33eb33be830454,3.0
fad93e84f49f06583cb261fcd461152e,3.0
f33dd5bee20c34c23a1baebf2d7693a9,3.0
0b356a3c900f3c29985ccdbed6e5b1a4,3.0
09ee6df9e1e96100458d97a36aec65f4,3.0
61007761df5a9ff4258140b827c7341a,3.0
f758c7becfbc795fa347b4d2d72b117d,3.0
f4b15e4be4027e2c4080692642c28fb8,3.0
2cb647b9e0780fbc6d6b7b938218ae84,3.0
081bbdf673f3008fc6a696b88f4567b2,3.0
a8d329f65ec5c14a3ed0766a35218876,3.0
34c003248ece35e0990a559a8c1340b6,3.0
22e855081472809d802279b118191fc0,3.0
9d84b25602e00f710643f5c9d8aa6a91,3.0
3adc2cec253d7db1285fec85babbe254,3.0
d89e703f6c45b4f60cb515ff4a4598f1,3.0
b76f4d3044bb20b37508945ce41cca13,3.0
46fff09913ea6852feff69d80eb05f08,3.0
4d52f5386f0287e451cd438f510e0aed,3.0
a1893be25a166f6a20c8a3ca4b783ad6,3.0
46696265d90b15a1aa344cc24dbfb357,3.0
966235c7c64fb7d67d6ee5bf32a0ed34,3.0
960969719233a394449018426169fd93,3.0
d65b6e875cbfe1a1a20e2505658db8cf,3.0
d63099f7ab63280c0ab12568d72b1a95,3.0
94b3fac1864a6ee917e31ecc6e1572bb,3.0
5145b1b2f65bd6aeebd411e084cffc48,3.0
a5115d65cae315ea89435c3e4b96f85f,3.0
2195d8e3f21264273bb3147b506f044a,3.0
8cd408734dda81f6fdee4b978aefeb6c,3.0
d542294e5078259a2dd53fab6bb26c61,3.0
ea121feb17b6c551f43be26b0981cf93,3.0
d9f0678b54f40c6a62f166c6cf15b949,3.0
51d9102c7b026bb6db0a35501138060d,3.0
a50e27da63784f4ee0363f753fd977ce,3.0
8f454b54501720904dc7886547a2aa46,3.0
6965d06995868b5e850f65f1e695311a,2.0
d0a70d43af9e6af9f8607bd43512f864,2.0
47549e4a81d81fc74ff33464eb0c2169,2.0
9e082482f92af9d3b7074cf435fe9c1f,2.0
2ebdeb91cb166b96e57b9b7190a91edc,2.0
bd4d0929ff1407a7254ec0b4753afd0f,2.0
20bc83100d32a77e09afa271c1d329bd,2.0
d964e0e6056dd78a0d7778ddd9dd1ee9,2.0
239ba5196311646ef8e392baaeb2f028,2.0
5527fd059a407c6dd2b7e7988a3b75fb,2.0
629c64f97eb2c6cf2603a16e002a42e6,2.0
9d02a4741ae76b9833c7cf84c633ef85,2.0
53a2c63ec2e0947798154bf52753c152,2.0
58a2b67b14377768a233f50494505936,2.0
eb264400eff357931c4acddafd16c77f,2.0
ea19a6f64ad2bfdfb5767937f45c67e3,2.0
5299a0de540765765e98253cd86f65dd,2.0
f0b562bbc024dbd8fd2152ee876dda0e,2.0
5c1dccd4a21c92b10d8a4d7e7f4fc67a,2.0
2c1cc8074aaa044d15ca8d7cff5f724c,2.0
e8a5b4f9fcdbdab5bcc874dbe981be24,2.0
8fd1e6df18cc0fa6730cccafeeaed1b4,2.0
e2b618557ab39c3bdd95236f4059140f,2.0
29169c39a7829b25e04fc60803c2b151,2.0
2818b138b1711e2f195fd92b4aab8687,2.0
7eb702c681478f15e2cc54c10d40a920,2.0
4c8310071eca1a5864ced65f13815e6c,2.0
4a39a7b78dc5fbd3992e46e7f45400e8,2.0
f67cd605809a674303440d964e605fb0,2.0
f7373d64b737d1505b38578df70a58dc,2.0
48e9942e1dd7eaa5622dc6e20da3f142,2.0
9a67643cf158a61c5481f141b77bd6cd,2.0
